"","PROBEID","SYMBOL","ENTREZID","GENENAME","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"472","201939_at","PLK2","10769","polo like kinase 2",0.47886936844996,8.31475457493183,5.80138148618828,0.00040585612502653,0.00787500894566958,0.169642629018771
"473","201944_at","HEXB","3074","hexosaminidase subunit beta",0.0567491599937195,10.4259142606503,0.724957040556294,0.489154798827523,0.674862364684362,-6.85243824476253
"474","201952_at","ALCAM","214","activated leukocyte cell adhesion molecule",0.153182261609642,10.1672674465891,2.29032476651923,0.0512665798788481,0.169748445542392,-4.88640317893259
"475","201954_at","ARPC1B","10095","actin related protein 2/3 complex subunit 1B",0.0178912290962856,9.04180889894911,0.298115843038628,0.773217098125592,0.874267438454491,-7.08753990812518
"476","201963_at","ACSL1","2180","acyl-CoA synthetase long chain family member 1",0.315140463492392,6.05561890163911,2.10600958231359,0.0683261810178869,0.201393030029444,-5.16759497131234
"477","201968_s_at","PGM1","5236","phosphoglucomutase 1",0.201814166745852,9.89675981585947,3.67744423831113,0.0062516259644,0.0447914792108432,-2.73115618756777
"478","201991_s_at","KIF5B","3799","kinesin family member 5B",0.0217132932935495,11.1115892573059,0.362087473398448,0.726672827467218,0.845054864317358,-7.06425048957324
"479","201999_s_at","DYNLT1","6993","dynein light chain Tctex-type 1",0.0601478547831622,12.5305008414687,1.09044221371783,0.307296714303536,0.517300928563055,-6.51749250918721
"480","202007_at","NID1","4811","nidogen 1",-0.234992711762358,8.86547966329023,-2.80408751254284,0.0230720702329344,0.103169789233086,-4.08428545318156
"481","202016_at","MEST","4232","mesoderm specific transcript",-0.0527476387898886,13.5757824509337,-1.08122873298872,0.311134868742145,0.521383481041654,-6.52723183787273
"482","202022_at","ALDOC","230","aldolase, fructose-bisphosphate C",0.351066942122047,8.63759357981494,5.53352632643839,0.000553231273467027,0.00975698791387303,-0.160375352186158
"483","202023_at","EFNA1","1942","ephrin A1",-0.526257400716489,7.92974001031664,-9.07690675564013,1.7505887802924e-05,0.00107682558631644,3.49083728665092
"484","202032_s_at","MAN2A2","4122","mannosidase alpha class 2A member 2",-0.0482568692748497,8.66064417053986,-0.829939246843516,0.43066144430724,0.626552156067412,-6.76765830458769
"485","202035_s_at","SFRP1","6422","secreted frizzled related protein 1",0.532147520794116,9.56711273107465,4.82874152093462,0.0013099687825375,0.0165285743630442,-1.07815958481799
"486","202043_s_at","SMS","6611","spermine synthase",-0.0649051595954919,11.2603529966006,-0.859730860889779,0.414977463556976,0.612568430255015,-6.74183780060309
"487","202052_s_at","RAI14","26064","retinoic acid induced 14",0.211688586581102,11.2920271476788,4.09026163626943,0.00349082528323656,0.0299961204917295,-2.11755630706121
"488","202057_at","KPNA1","3836","karyopherin subunit alpha 1",0.0357198129163905,7.83720049414853,0.510025317038555,0.62381548391131,0.779273377723265,-6.99385262921839
"489","202068_s_at","LDLR","3949","low density lipoprotein receptor",0.0339093383850209,11.2041562792453,0.602645431736755,0.563447438342373,0.735514720237818,-6.93841227325521
"490","202069_s_at","IDH3A","3419","isocitrate dehydrogenase (NAD(+)) 3 catalytic subunit alpha",-0.105432032645213,7.72105858360035,-1.49446341093603,0.17344481189325,0.360765280327854,-6.03675388875727
"491","202071_at","SDC4","6385","syndecan 4",0.0417073285722172,9.28574685246048,0.624965760027928,0.549414674995146,0.72356334743486,-6.92378745566626
"492","202073_at","OPTN","10133","optineurin",0.228374897680833,8.42798455021484,3.79531582997952,0.00528027145051381,0.0400506604457017,-2.55378868734614
"493","202076_at","BIRC2","329","baculoviral IAP repeat containing 2",0.0668020492339227,11.2961014113221,1.30205737422419,0.22916344801793,0.431926311358018,-6.27791745996225
"494","202080_s_at","TRAK1","22906","trafficking kinesin protein 1",0.107570759868306,10.4878735458297,1.89012692262577,0.09543954262943,0.247142171916959,-5.48807840632814
"495","202081_at","IER2","9592","immediate early response 2",-0.10934713545843,11.0637226797072,-1.7620224714616,0.116121642953039,0.280516076175827,-5.67212753334984
"496","202084_s_at","SEC14L1","6397","SEC14 like lipid binding 1",-0.00209270163285424,10.8332699950365,-0.0411836408854591,0.968159645746071,0.984920265947189,-7.13600201437411
"497","202085_at","TJP2","9414","tight junction protein 2",-0.506253762438783,10.0567565025726,-8.34884011466399,3.22432473359168e-05,0.00154890418630823,2.85249551584021
"498","202089_s_at","SLC39A6","25800","solute carrier family 39 member 6",0.0761043095586604,10.4336501299512,1.5635956407309,0.156573831418478,0.339243301406702,-5.94548141120251
"499","202092_s_at","ARL2BP","23568","ADP ribosylation factor like GTPase 2 binding protein",-0.00747154712059128,10.089723377451,-0.0897192769369892,0.930717736040128,0.966818049287389,-7.13245217393331
"500","202096_s_at","TSPO","706","translocator protein",0.0934347248131129,8.06951155405936,1.04504167650224,0.326575806329847,0.534756622944023,-6.56488514861415
"501","202100_at","RALB","5899","RAS like proto-oncogene B",-0.0440253838714249,9.4312433160249,-0.718562782426378,0.492877723488216,0.677589326049212,-6.85728087670055
"502","202133_at","WWTR1","25937","WW domain containing transcription regulator 1",0.0816672088266355,9.45381201688894,1.12439043071039,0.293477831243542,0.504347409735246,-6.48108362136388
"503","202136_at","ZMYND11","10771","zinc finger MYND-type containing 11",0.0572432504551532,10.6110013761628,1.06596287775683,0.317577396210044,0.528143879486799,-6.54323345672782
"504","202140_s_at","CLK3","1198","CDC like kinase 3",0.125504493159957,8.72924776637396,1.7205221815034,0.123680705836986,0.292747761727713,-5.73056780265471
"505","202146_at","IFRD1","3475","interferon related developmental regulator 1",0.013583715428453,9.1486098009906,0.139824983475549,0.892257431228654,0.946885437222245,-7.12603320975664
"506","202149_at","NEDD9","4739","neural precursor cell expressed, developmentally down-regulated 9",-0.503902226809174,9.16716447262079,-5.69930864828634,0.000456200299556079,0.00869699581068591,0.0450755009574477
"507","202154_x_at","TUBB3","10381","tubulin beta 3 class III",0.264310161179477,12.6380597131915,4.26545893695137,0.00274651688148257,0.0259427549629177,-1.86393185797298
"508","202169_s_at","AASDHPPT","60496","aminoadipate-semialdehyde dehydrogenase-phosphopantetheinyl transferase",-0.0277399767091566,11.6401609579058,-0.502901177414726,0.628595613485995,0.782873154178607,-6.99776077115752
"509","202172_at","VEZF1","7716","vascular endothelial zinc finger 1",0.119683662081409,10.6535777641662,2.13293265985869,0.0655230534224452,0.196025077973199,-5.12688980403043
"510","202177_at","GAS6","2621","growth arrest specific 6",0.0223305419943314,7.83812228761333,0.263600733261929,0.798755968790428,0.889766830472049,-7.09827199402862
"511","202181_at","SUSD6","9766","sushi domain containing 6",0.0260008698824628,8.88823883901683,0.442663407738816,0.669743684107833,0.812724654181012,-7.02872962387637
"512","202191_s_at","GAS7","8522","growth arrest specific 7",0.126349930210979,7.44672565553167,1.15368513038926,0.281957770190358,0.491089431229339,-6.44901706148073
"513","202201_at","BLVRB","645","biliverdin reductase B",0.17975897941581,8.68450484246676,2.28017957392256,0.05208458554249,0.171038183252812,-4.90201897596545
"514","202202_s_at","LAMA4","3910","laminin subunit alpha 4",-0.450907569067147,5.46858403906388,-2.40024535341805,0.0431862924380679,0.152971670686527,-4.71639643689676
"515","202203_s_at","AMFR","267","autocrine motility factor receptor",0.154335508463406,9.40790885153388,2.62442962570574,0.0304629925704911,0.122447211539028,-4.36634991440979
"516","202207_at","ARL4C","10123","ADP ribosylation factor like GTPase 4C",-0.0309206750376418,10.8482337104648,-0.565526851498569,0.587234896190006,0.752926491200404,-6.96165459583994
"517","202211_at","ARFGAP3","26286","ADP ribosylation factor GTPase activating protein 3",0.20384952164066,9.63016793825208,2.03812928691673,0.0759247844300955,0.213831638918476,-5.26956211585225
"518","202218_s_at","FADS2","9415","fatty acid desaturase 2",-0.0572945683189712,10.2651800010217,-0.734087795206543,0.483870123858943,0.669210653735757,-6.8454580861702
"519","202234_s_at","SLC16A1","6566","solute carrier family 16 member 1",0.0549674617955009,9.25858159453751,0.770471131234433,0.463183068959813,0.653236014203066,-6.81689129566407
"520","202237_at","NNMT","4837","nicotinamide N-methyltransferase",0.0948225094357635,7.62574904101529,0.436248507805439,0.67419982718693,0.814425213544362,-7.03180689932844
"521","202242_at","TSPAN7","7102","tetraspanin 7",0.263851771537674,8.34947645145919,4.55443041876944,0.00186768922837278,0.0201726434002405,-1.45506608970849
"522","202254_at","SIPA1L1","26037","signal induced proliferation associated 1 like 1",-0.178354401070823,8.12231081884769,-2.633803947105,0.0300229960045356,0.121537714162823,-4.35165072560597
"523","202259_s_at","N4BP2L2","10443","NEDD4 binding protein 2 like 2",0.121537815570814,9.08253174584781,1.94806084303846,0.0872849998889091,0.233686592059266,-5.40322171918707
"524","202260_s_at","STXBP1","6812","syntaxin binding protein 1",0.231551713748271,10.7844116344751,4.49598901318271,0.00201717279859236,0.0211530552933469,-1.53678579180304
"525","202262_x_at","DDAH2","23564","dimethylarginine dimethylaminohydrolase 2",0.0670949949887412,11.1043627893737,1.06847029476663,0.316512080423426,0.527067327057035,-6.54061685901768
"526","202267_at","LAMC2","3918","laminin subunit gamma 2",-0.245803997818759,6.72868433756754,-3.47451983084338,0.00839829121918739,0.054588892924718,-3.04015097811129
"527","202273_at","PDGFRB","5159","platelet derived growth factor receptor beta",-0.12210728502452,7.02589152880545,-0.964553582979184,0.363039890114993,0.570518385188853,-6.64509717539807
"528","202279_at","ATP5MPL","9556","ATP synthase membrane subunit 6.8PL",0.136723297854752,11.1166496944928,2.09555043105256,0.0694465673924044,0.202830623003641,-5.18336949333247
"529","202283_at","SERPINF1","5176","serpin family F member 1",-0.143396935073968,9.93594987296114,-2.68690985266053,0.0276502847483573,0.115631381918164,-4.26832571492089
"530","202284_s_at","CDKN1A","1026","cyclin dependent kinase inhibitor 1A",0.286133631833193,8.83899758101583,3.63638675270507,0.00663338663039497,0.0464705585607114,-2.79331556908606
"531","202286_s_at","TACSTD2","4070","tumor associated calcium signal transducer 2",0.000347242181013563,6.48382201898399,0.00162431493183886,0.998743792809913,0.999895671640938,-7.13694867000055
"532","202294_at","STAG1","10274","stromal antigen 1",-0.0217981728162577,9.09637514388223,-0.412906945822131,0.690528864974569,0.823951834271868,-7.04264189110134
"533","202295_s_at","CTSH","1512","cathepsin H",0.0857695251436255,7.93078962799652,0.719138112892996,0.492542006505828,0.677387821854439,-6.85684669630901
"534","202304_at","FNDC3A","22862","fibronectin type III domain containing 3A",-0.0363046517468888,10.9871019744234,-0.360439874774573,0.727857543639559,0.845729889453567,-7.06490526567023
"535","202307_s_at","TAP1","6890","transporter 1, ATP binding cassette subfamily B member",0.076112025767423,7.18806953199181,0.674018323003968,0.519312489555044,0.700176757701926,-6.88996358085308
"536","202308_at","SREBF1","6720","sterol regulatory element binding transcription factor 1",-0.0472587671295539,8.53805264825388,-0.596636369316636,0.567260451095048,0.737906769444303,-6.94226671279733
"537","202311_s_at","COL1A1","1277","collagen type I alpha 1 chain",0.326770999092742,7.24776762900004,2.18630227752528,0.06029657002907,0.186357781388866,-5.04579996627949
"538","202321_at","GGPS1","9453","geranylgeranyl diphosphate synthase 1",-0.0246834762223429,8.61492781577154,-0.29302952731587,0.776963081236829,0.875358633501654,-7.0892026002863
"539","202329_at","CSK","1445","C-terminal Src kinase",-0.0572572515378749,9.79131391352204,-1.01433293460771,0.340140813488842,0.547088731899782,-6.59607411083147
"540","202336_s_at","PAM","5066","peptidylglycine alpha-amidating monooxygenase",0.0784326334543106,11.6858111957868,1.35863148869541,0.211361311894168,0.40946926692288,-6.2091174031816
"541","202351_at","ITGAV","3685","integrin subunit alpha V",0.00345216301696993,11.2730121693327,0.0537373862002666,0.958463232235268,0.980325201080427,-7.13533601236446
"542","202363_at","SPOCK1","6695","SPARC (osteonectin), cwcv and kazal like domains proteoglycan 1",0.376760581787524,9.36005128721123,5.9239480972412,0.000353318242388907,0.00740266572279515,0.317300893907031
"543","202364_at","MXI1","4601","MAX interactor 1, dimerization protein",0.35614395218148,10.6328252938713,5.34671409966056,0.000690567528699717,0.0111285067564261,-0.396598620373863
"544","202370_s_at","CBFB","865","core-binding factor subunit beta",-0.143717554620128,11.0071456633265,-2.5001979352452,0.0369552160577095,0.138230599712765,-4.56075274933438
"545","202375_at","SEC24D","9871","SEC24 homolog D, COPII coat complex component",-0.266090827484336,6.98965706919083,-1.37592642877783,0.206162581869204,0.403559864249468,-6.18771982795377
"546","202381_at","ADAM9","8754","ADAM metallopeptidase domain 9",0.111070116699114,10.1825366647604,1.08549646330934,0.309352335652553,0.519258962073703,-6.52272814671242
"547","202386_s_at","MARF1","9665","meiosis regulator and mRNA stability factor 1",-0.0616851326837065,9.01927435013682,-0.89653568577099,0.396165144531829,0.598101463339882,-6.70890055213739
"548","202388_at","RGS2","5997","regulator of G protein signaling 2",0.465458407351351,10.3938621982587,6.44887192603785,0.000199303988905554,0.00534728361723198,0.926641596027025
"549","202391_at","BASP1","10409","brain abundant membrane attached signal protein 1",0.0545077359110078,13.0761951783572,0.972824983585704,0.359156558970559,0.566991869365029,-6.63708529866179
"550","202393_s_at","KLF10","7071","Kruppel like factor 10",0.267143506486365,9.0246814016419,2.91684771460186,0.0194029344354453,0.092001120919751,-3.9072047598349
"551","202401_s_at","SRF","6722","serum response factor",0.0169377944312572,9.24980205947364,0.237520576069801,0.818227970530741,0.900859262632549,-7.10552119372128
"552","202404_s_at","COL1A2","1278","collagen type I alpha 2 chain",-0.1732952415461,11.909308150117,-3.26920568435533,0.0113833879038991,0.0663236055494388,-3.35686635992303
"553","202421_at","IGSF3","3321","immunoglobulin superfamily member 3",-0.0159274729585395,10.1475856400134,-0.304849347809045,0.768267718521114,0.871908889191281,-7.08529573373961
"554","202422_s_at","ACSL4","2182","acyl-CoA synthetase long chain family member 4",-0.266667336294639,7.88292010793759,-1.63605723786997,0.140498438867995,0.318505225011311,-5.84750204860775
"555","202429_s_at","PPP3CA","5530","protein phosphatase 3 catalytic subunit alpha",0.226541009917302,10.1087597536662,3.89752110066284,0.00456834136077307,0.0361171063068015,-2.40135914866361
"556","202435_s_at","CYP1B1","1545","cytochrome P450 family 1 subfamily B member 1",-0.239099915569803,6.95937263762747,-1.96277326099258,0.0853232404056032,0.230858270027344,-5.38152736092159
"557","202440_s_at","DENND2B","6764","DENN domain containing 2B",-0.03976624678935,9.68277723779919,-0.706793176841826,0.499777669315725,0.684091876262826,-6.8660958714338
"558","202450_s_at","CTSK","1513","cathepsin K",-0.222989062080814,7.26666374621229,-2.89841990168006,0.0199585088017965,0.0935601472084215,-3.9361304928344
"559","202451_at","GTF2H1","2965","general transcription factor IIH subunit 1",0.0145159623393614,9.49772437039524,0.254024281494789,0.805889379830413,0.893778810876122,-7.10102012109752
"560","202464_s_at","PFKFB3","5209","6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 3",0.378499886992305,9.82081262283091,5.06926764708053,0.000968477480380997,0.013801617008602,-0.756775541505212
"561","202465_at","PCOLCE","5118","procollagen C-endopeptidase enhancer",-0.178430986792114,8.00212960312384,-2.21002338425113,0.0581077217677895,0.18227322673926,-5.00959914384843
"562","202466_at","TENT4A","11044","terminal nucleotidyltransferase 4A",0.0656095768444729,10.1938062010121,0.719734156935961,0.492194357501643,0.677387821854439,-6.85639656252236
"563","202478_at","TRIB2","28951","tribbles pseudokinase 2",-0.000584392174264536,11.1604775578754,-0.0102631161445677,0.992062898779403,0.997203121052871,-7.13689125787573
"564","202484_s_at","MBD2","8932","methyl-CpG binding domain protein 2",-0.184560400389068,7.09284293394109,-2.49915320348842,0.0370154005166822,0.138257953075927,-4.56238370501127
"565","202499_s_at","SLC2A3","6515","solute carrier family 2 member 3",0.391347118169573,11.1574544716526,5.35866403253375,0.000680744532312328,0.0111285067564261,-0.381337239883845
"566","202506_at","ITPRID2","6744","ITPR interacting domain containing 2",-0.321478148878471,8.64540825705442,-1.84279508156804,0.102637185556959,0.258477153252819,-5.55668671206652
"567","202508_s_at","SNAP25","6616","synaptosome associated protein 25",0.403303379845777,7.50231280847383,4.04981437358387,0.00369190398801841,0.0311925690377971,-2.17670597278556
"568","202510_s_at","TNFAIP2","7127","TNF alpha induced protein 2",0.00987953447664047,6.69221236820757,0.0967948970929478,0.925272319101104,0.96464203674172,-7.13171517724431
"569","202517_at","CRMP1","1400","collapsin response mediator protein 1",0.149810020637641,11.2880232484201,2.68645147685222,0.0276699202964362,0.115631381918164,-4.26904525266099
"570","202525_at","PRSS8","5652","serine protease 8",-0.100083826275776,6.30858322291788,-1.30847960063177,0.227080145503341,0.428966755287836,-6.27020147329731
"571","202528_at","GALE","2582","UDP-galactose-4-epimerase",-0.0597790529946636,8.80329737121378,-0.705588831098115,0.500487167609635,0.684675899958206,-6.86699064958004
"572","202537_s_at","CHMP2B","25978","charged multivesicular body protein 2B",0.0171321240810034,8.70761767392186,0.252467580233975,0.807050802424552,0.894673460973504,-7.1014573918695
"573","202540_s_at","HMGCR","3156","3-hydroxy-3-methylglutaryl-CoA reductase",-0.0218507218648583,11.9393623039423,-0.38260542539619,0.711985708518306,0.837002080231934,-7.05585481395029
"574","202546_at","VAMP8","8673","vesicle associated membrane protein 8",-0.0724959884894441,7.22562335233123,-0.655508282175946,0.530551023788434,0.708712755293661,-6.90299662596888
"575","202551_s_at","CRIM1","51232","cysteine rich transmembrane BMP regulator 1",0.291542690061464,7.70191547457982,5.06431520115801,0.000974437773069648,0.013801617008602,-0.763307060695385
"576","202554_s_at","GSTM3","2947","glutathione S-transferase mu 3",0.0239083388819061,9.84867092420685,0.428570011256486,0.679551768138738,0.818351377703896,-7.03543400501832
"577","202557_at","HSPA13","6782","heat shock protein family A (Hsp70) member 13",0.0854366960631019,10.899717870989,1.16611745540951,0.277180764837485,0.485846446672221,-6.43523059973793
"578","202561_at","TNKS","8658","tankyrase",-0.033469195173641,10.4159043262798,-0.646581069809121,0.536023751549999,0.713087136693395,-6.90916595295642
"579","202564_x_at","ARL2","402","ADP ribosylation factor like GTPase 2",0.118695981085546,10.0392636116778,2.02498016244431,0.0774891026725921,0.216780384847784,-5.28919713694172
"580","202565_s_at","SVIL","6840","supervillin",-0.134855819325226,9.55314127844822,-2.4339205137751,0.0409766060736588,0.148162007910778,-4.66405436926867
"581","202572_s_at","DLGAP4","22839","DLG associated protein 4",0.142967697537621,8.49742390870222,2.28762608399981,0.0514829159112949,0.169947531319746,-4.89055843691289
"582","202575_at","CRABP2","1382","cellular retinoic acid binding protein 2",0.135525024818653,10.0246678772068,1.62118426688753,0.14366942739611,0.322648527064105,-5.86779599423259
"583","202587_s_at","AK1","203","adenylate kinase 1",0.195021166466017,9.05365646166634,2.41331629295966,0.042314699832475,0.150829081757197,-4.6960927095902
"584","202594_at","LEPROTL1","23484","leptin receptor overlapping transcript like 1",0.0219556886553569,11.2964158530233,0.415131530077647,0.688964981636183,0.822988445867472,-7.04163381906331
"585","202599_s_at","NRIP1","8204","nuclear receptor interacting protein 1",0.0246435646442098,10.1676350993692,0.348970848894306,0.736125846434264,0.851609809498722,-7.06938304177859
"586","202609_at","EPS8","2059","epidermal growth factor receptor pathway substrate 8",0.110190859233464,9.51614885867398,1.9183192672446,0.0913840658294149,0.24044925823869,-5.44690101049679
"587","202611_s_at","MED14","9282","mediator complex subunit 14",-0.0659588379785552,8.50609469027543,-0.878419940785031,0.405346815725464,0.60436575185316,-6.72525458189779
"588","202616_s_at","MECP2","4204","methyl-CpG binding protein 2",0.0730833940369457,7.95838172186467,0.689640139068848,0.509942877883816,0.693115568861754,-6.87871259787024
"589","202626_s_at","LYN","4067","LYN proto-oncogene, Src family tyrosine kinase",-0.750867204254945,7.81638050587156,-9.25874113591049,1.51259222700304e-05,0.00101112636360328,3.64280548941205
"590","202628_s_at","SERPINE1","5054","serpin family E member 1",0.289751513880948,7.78540399563401,1.70737249008189,0.126170027559514,0.295710036259819,-5.74895366455973
"591","202630_at","APPBP2","10513","amyloid beta precursor protein binding protein 2",0.152400828779967,9.74633982350753,2.36488002966874,0.0456360895940111,0.159049212298736,-4.77124419998401
"592","202636_at","RNF103","7844","ring finger protein 103",0.0686141538793397,9.55795804010552,1.06784475549242,0.316777587878224,0.527161383456866,-6.54127006709592
"593","202638_s_at","ICAM1","3383","intercellular adhesion molecule 1",0.000736685724680441,5.12348754885517,0.00465802642244677,0.996397604148954,0.999142808254746,-7.13693801483453
"594","202644_s_at","TNFAIP3","7128","TNF alpha induced protein 3",0.252578329630473,8.38819717932806,1.68431442029152,0.130647761308362,0.302843432003392,-5.78103538697946
"595","202652_at","APBB1","322","amyloid beta precursor protein binding family B member 1",0.333257278434543,6.94120154325105,2.91670898512793,0.0194070564350942,0.092001120919751,-3.90742249161502
"596","202657_s_at","SERTAD2","9792","SERTA domain containing 2",0.10282067765627,9.51511680159695,1.86273604984603,0.0995439834561604,0.254356561576937,-5.52786429217451
"597","202661_at","ITPR2","3709","inositol 1,4,5-trisphosphate receptor type 2",0.541303160705781,4.76643116433223,2.11350767683878,0.0675339010788233,0.199895487001248,-5.15627281753887
"598","202664_at","WIPF1","7456","WAS/WASL interacting protein family member 1",-0.138414863311645,7.20233394317466,-1.71873483868267,0.124016355740413,0.292936036085452,-5.73307064585728
"599","202668_at","EFNB2","1948","ephrin B2",0.0813839933141036,11.4614468658355,1.33624346143576,0.218258813416958,0.41760376195241,-6.23656520765892
"600","202671_s_at","PDXK","8566","pyridoxal kinase",0.127909561964442,9.0020259519909,1.61611686360608,0.144764707814342,0.323369181307735,-5.87468921876137
"601","202672_s_at","ATF3","467","activating transcription factor 3",0.0573382388712727,9.0737987635845,0.805242489081134,0.443971714808889,0.638033217434458,-6.78848201134009
"602","202679_at","NPC1","4864","NPC intracellular cholesterol transporter 1",-0.0279832115788228,10.0674340039147,-0.400281994170716,0.699434003684551,0.828919119911539,-7.04826449695655
"603","202686_s_at","AXL","558","AXL receptor tyrosine kinase",0.306644852361785,10.1872749469738,5.27531089207583,0.000752596339865981,0.0118627998071375,-0.488220203065487
"604","202694_at","STK17A","9263","serine/threonine kinase 17a",-0.00712549448042044,5.71644066579761,-0.0804727899512936,0.937839669833079,0.970530220706956,-7.13333116462203
"605","202708_s_at","H2BC21","8349","H2B clustered histone 21",0.222487130804495,8.97843340196725,3.15487024840282,0.0135140392845389,0.073295499087327,-3.53469164820962
"606","202709_at","FMOD","2331","fibromodulin",-0.209410268807129,6.37498236991412,-2.05523843887758,0.0739352779476167,0.210456852126286,-5.2439551144092
"607","202711_at","EFNB1","1947","ephrin B1",0.329877555603864,7.31178427584346,2.83217346578537,0.0220957491793882,0.0998664505921454,-4.0401651193565
"608","202718_at","IGFBP2","3485","insulin like growth factor binding protein 2",0.330327133730044,12.0485095493182,5.90170168686078,0.000362269402474152,0.00748888059868697,0.290654694590907
"609","202724_s_at","FOXO1","2308","forkhead box O1",-0.0672104651027787,7.87355288339396,-0.482602950668947,0.64231726337406,0.794275135194597,-7.00861248632366
"610","202729_s_at","LTBP1","4052","latent transforming growth factor beta binding protein 1",0.0989653958573555,10.4640002566426,1.92611609909493,0.0902919576530906,0.238571311892189,-5.43547366241507
"611","202732_at","PKIG","11142","cAMP-dependent protein kinase inhibitor gamma",0.0401072184024258,10.1760103562808,0.65426555029444,0.531310829015943,0.709351990883117,-6.90385999271168
"612","202733_at","P4HA2","8974","prolyl 4-hydroxylase subunit alpha 2",0.600579803835824,7.47513051140735,6.93154230546203,0.00012113877283249,0.00392919512050097,1.45546092148361
"613","202742_s_at","PRKACB","5567","protein kinase cAMP-activated catalytic subunit beta",0.0859209132768335,8.14018268701061,1.21418186192082,0.25933057812067,0.46633277577207,-6.38095966794182
"614","202743_at","PIK3R3","8503","phosphoinositide-3-kinase regulatory subunit 3",-0.0104030075186969,11.1606288099901,-0.201734497762171,0.845163887000375,0.917367472784569,-7.11425592320921
"615","202744_at","SLC20A2","6575","solute carrier family 20 member 2",0.0659555066065334,7.24458951887239,0.425851125049219,0.681451507712783,0.819561612995536,-7.03670358934669
"616","202746_at","ITM2A","9452","integral membrane protein 2A",0.00151176968145705,7.32935011726629,0.0236567209523579,0.981706355849122,0.991733799099334,-7.13663727868165
"617","202749_at","GET1","7485","guided entry of tail-anchored proteins factor 1",0.00494106810859662,11.8774337808112,0.103906525735314,0.91980341199705,0.963105284913257,-7.13091822242129
"618","202756_s_at","GPC1","2817","glypican 1",0.210286908956608,10.2084518657961,3.12258000575734,0.0141887940990915,0.0751276148062978,-3.58506676884217
"619","202761_s_at","SYNE2","23224","spectrin repeat containing nuclear envelope protein 2",-0.135402848381558,10.5957599605785,-2.52191279196463,0.035726493282639,0.135343820255524,-4.52683625348269
"620","202762_at","ROCK2","9475","Rho associated coiled-coil containing protein kinase 2",0.0347154064452049,9.43618017420981,0.509972862619231,0.623850610776865,0.779273377723265,-6.99388159276379
"621","202763_at","CASP3","836","caspase 3",0.214325456796674,10.2617026983794,3.28774720776569,0.0110726225746889,0.0650659110612494,-3.32811786531189
"622","202766_s_at","FBN1","2200","fibrillin 1",-0.389899990438323,8.70901945358792,-5.37362335463396,0.000668662979993102,0.0110512117801772,-0.362261684364207
"623","202770_s_at","CCNG2","901","cyclin G2",0.0772668381977404,9.42034080582621,1.03937494219596,0.32904695218406,0.537297774948656,-6.57069384641388
"624","202771_at","PIEZO1","9780","piezo type mechanosensitive ion channel component 1",0.223329860800082,6.33090604228935,1.62544252350285,0.142754909981325,0.321597037045914,-5.86199510092357
"625","202783_at","NNT","23530","nicotinamide nucleotide transhydrogenase",0.0163854155791672,8.70684018733613,0.213437837553567,0.83632904611377,0.912490527492507,-7.11155413158643
"626","202786_at","STK39","27347","serine/threonine kinase 39",0.113169096926473,9.75800577736882,1.95666765783604,0.0861321530198085,0.231830618907105,-5.39053731461589
"627","202790_at","CLDN7","1366","claudin 7",0.497558586535416,7.70083152947107,6.09879305253703,0.000290879294417351,0.00677586270374452,0.524366449938033
"628","202794_at","INPP1","3628","inositol polyphosphate-1-phosphatase",0.133432367048634,7.73478673744227,1.7343128629736,0.121119245710473,0.288853652654196,-5.71121693593339
"629","202800_at","SLC1A3","6507","solute carrier family 1 member 3",0.620988667345472,8.31990796317922,7.15957503006089,9.66021921700096e-05,0.00331470379119407,1.69537776466393
"630","202804_at","ABCC1","4363","ATP binding cassette subfamily C member 1",-0.139445131144775,9.63415066517006,-2.65778118788791,0.0289269218862338,0.118335274934439,-4.31403994119703
"631","202820_at","AHR","196","aryl hydrocarbon receptor",0.0261995727464033,6.10125912499802,0.161670263174243,0.875577458145317,0.937070379563968,-7.12236160403954
"632","202826_at","SPINT1","6692","serine peptidase inhibitor, Kunitz type 1",0.0118344823021639,6.69883245245397,0.105352249944382,0.918692182122045,0.962784825810014,-7.1307493199168
"633","202827_s_at","MMP14","4323","matrix metallopeptidase 14",-0.0542763334355376,7.14942951063456,-0.472814647726425,0.648987242311289,0.800560442704363,-7.01369480552272
"634","202843_at","DNAJB9","4189","DnaJ heat shock protein family (Hsp40) member B9",0.208365125784463,8.01865290146332,2.47925874256316,0.0381806105091882,0.140870205631134,-4.593426348654
"635","202847_at","PCK2","5106","phosphoenolpyruvate carboxykinase 2, mitochondrial",0.0524364454270936,8.48137494246128,0.574145743820182,0.58166202801013,0.749400579638083,-6.95637874842684
"636","202854_at","HPRT1","3251","hypoxanthine phosphoribosyltransferase 1",-0.0966910553920144,10.752890101083,-1.58611353008565,0.151407462682692,0.33189884475076,-5.91527793683512
"637","202862_at","FAH","2184","fumarylacetoacetate hydrolase",0.0563499457828973,7.99986686929454,0.601090786758197,0.564432509432756,0.736229008942028,-6.9394128634263
"638","202884_s_at","PPP2R1B","5519","protein phosphatase 2 scaffold subunit Abeta",-0.0757057872346358,7.63979570720532,-0.872238546553278,0.40851434524923,0.607114424701567,-6.73077205044579
